# Note: auto-generated file (changes will be lost on update)
# Name; Value; Display; Description
U1; "0 V"; yes; "voltage before and after the pulse"
U2; "1 V"; yes; "voltage of the pulse"
T1; "0"; yes; "start time of the pulse"
T2; "1 ms"; yes; "ending time of the pulse"
Tr; "1 ns"; no; "rise time of the leading edge"
Tf; "1 ns"; no; "fall time of the trailing edge"
