# Note: auto-generated file (changes will be lost on update)
# Name; Value; Display; Description
v1; "1e-6"; yes; "voltage power spectral density of source 1"
v2; "1e-6"; yes; "voltage power spectral density of source 2"
C; "0.5"; yes; "normalized correlation coefficient"
e; "0"; no; "frequency exponent"
c; "1"; no; "frequency coefficient"
a; "0"; no; "additive frequency term"
