# Note: auto-generated file (changes will be lost on update)
# Name; Value; Display; Description
I1; "0"; yes; "current before rising edge"
I2; "1 A"; yes; "maximum current of the pulse"
T1; "0"; yes; "start time of the exponentially rising edge"
T2; "1 ms"; yes; "start of exponential decay"
Tr; "1 ns"; no; "time constant of the rising edge"
Tf; "1 ns"; no; "time constant of the falling edge"
