# Note: auto-generated file (changes will be lost on update)
# Name; Value; Display; Description
i; "1e-6"; yes; "current power spectral density in A^2/Hz"
e; "0"; no; "frequency exponent"
c; "1"; no; "frequency coefficient"
a; "0"; no; "additive frequency term"
