# Note: auto-generated file (changes will be lost on update)
# Name; Value; Display; Description
in; "2"; no; "number of input ports"
V; "1 V"; no; "voltage of high level"
t; "0"; no; "delay time"
TR; "10"; no; "transfer function scaling factor"
Symbol; "old"; no; "schematic symbol [old, DIN40900]"
